,ID,SRM,Name,DateIssued,Measureand,InChI,CertRef,Value,Uncertainty,95low,95high,u,UnitNumerator,UnitDenominator,Mass/Volume,WetDry,Uncertainty.1,k
2369,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,"Indeno[1,2,3-cd]pyrene",,Ref,0.48,0.14,0.33999999999999997,0.62,0.05447470817120623,mg,kg,M,wet,0.14,2.57
2370,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Naphthalene,1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,Cert,855.0,46.0,809.0,901.0,23.0,mg,kg,M,wet,46.0,2.0
2371,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Perylene,1S/C20H12/c1-5-13-6-2-11-17-18-12-4-8-14-7-3-10-16(20(14)18)15(9-1)19(13)17/h1-12H,Ref,0.71,0.17,0.5399999999999999,0.88,0.085,mg,kg,M,wet,0.17,2.0
2372,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Phenanthrene,1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,Cert,258.0,27.0,231.0,285.0,13.5,mg,kg,M,wet,27.0,2.0
2373,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Picene,1S/C22H14/c1-3-7-17-15(5-1)9-11-21-19(17)13-14-20-18-8-4-2-6-16(18)10-12-22(20)21/h1-14H,Ref,1.92,0.37,1.5499999999999998,2.29,0.185,mg,kg,M,wet,0.37,2.0
2374,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Pyrene,1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,Cert,14.81,0.39,14.42,15.200000000000001,0.195,mg,kg,M,wet,0.39,2.0
2375,,SRM 2779,Gulf of Mexico Crude Oil,2012-06-04,Triphenylene,1S/C18H12/c1-2-8-14-13(7-1)15-9-3-4-11-17(15)18-12-6-5-10-16(14)18/h1-12H,Ref,17.7,6.7,11.0,24.4,3.35,mg,kg,M,wet,6.7,2.0
2376,,SRM 2781,Domestic Sludge,1996-10-25,Aluminum,,Ref,1.6,0.1,1.5,1.7000000000000002,0.05,%,,,,0.1,2.0
2377,,SRM 2781,Domestic Sludge,1996-10-25,Arsenic,,Cert,7.82,0.28,7.54,8.1,0.14,mg,kg,M,,0.28,2.0
2378,,SRM 2781,Domestic Sludge,1996-10-25,Cadmium,1S/Cd,Cert,12.78,0.72,12.059999999999999,13.5,0.36,mg,kg,M,,0.72,2.0
2379,,SRM 2781,Domestic Sludge,1996-10-25,Calcium,,Ref,3.9,0.1,3.8,4.0,0.05,%,,,,0.1,2.0
2380,,SRM 2781,Domestic Sludge,1996-10-25,Chromium,1S/Cr,Ref,202.0,9.0,193.0,211.0,4.5,mg,kg,M,,9.0,2.0
2381,,SRM 2781,Domestic Sludge,1996-10-25,Copper,1S/Cu,Cert,627.4,13.5,613.9,640.9,6.75,mg,kg,M,,13.5,2.0
2382,,SRM 2781,Domestic Sludge,1996-10-25,Iron,1S/Fe,Ref,2.8,0.1,2.6999999999999997,2.9,0.05,%,,,,0.1,2.0
2383,,SRM 2781,Domestic Sludge,1996-10-25,Lead,,Cert,202.1,6.5,195.6,208.6,3.299492385786802,mg,kg,M,,6.5,1.97
2384,,SRM 2781,Domestic Sludge,1996-10-25,Magnesium,,Ref,0.59,0.04,0.5499999999999999,0.63,0.02,%,,,,0.04,2.0
2385,,SRM 2781,Domestic Sludge,1996-10-25,Mercury,1S/Hg,Cert,3.64,0.25,3.39,3.89,0.125,mg,kg,M,,0.25,2.0
2386,,SRM 2781,Domestic Sludge,1996-10-25,Molybdenum,1S/Mo,Cert,46.7,3.2,43.5,49.900000000000006,1.6,mg,kg,M,,3.2,2.0
2387,,SRM 2781,Domestic Sludge,1996-10-25,Nickel,1S/Ni,Cert,80.2,2.3,77.9,82.5,1.15,mg,kg,M,,2.3,2.0
2388,,SRM 2781,Domestic Sludge,1996-10-25,Nitrogen,,Cert,4.78,0.11,4.67,4.890000000000001,0.055,%,,,,0.11,2.0
2389,,SRM 2781,Domestic Sludge,1996-10-25,Phosphorus,,Ref,2.42,0.09,2.33,2.51,0.045,%,,,,0.09,2.0
2390,,SRM 2781,Domestic Sludge,1996-10-25,Potassium,1S/K,Ref,0.49,0.03,0.45999999999999996,0.52,0.015,%,,,,0.03,2.0
2391,,SRM 2781,Domestic Sludge,1996-10-25,Selenium,,Cert,16.0,1.6,14.4,17.6,0.8,mg,kg,M,,1.6,2.0
2392,,SRM 2781,Domestic Sludge,1996-10-25,Silicon,,Ref,5.1,0.2,4.8999999999999995,5.3,0.1,%,,,,0.2,2.0
2393,,SRM 2781,Domestic Sludge,1996-10-25,Silver,1S/Ag,Ref,98.0,8.0,90.0,106.0,4.0,mg,kg,M,,8.0,2.0
2394,,SRM 2781,Domestic Sludge,1996-10-25,Sodium,1S/Na,Ref,0.21,0.02,0.19,0.22999999999999998,0.01,%,,,,0.02,2.0
2395,,SRM 2781,Domestic Sludge,1996-10-25,Titanium,1S/Ti,Ref,0.32,0.03,0.29000000000000004,0.35,0.015,%,,,,0.03,2.0
2396,,SRM 2781,Domestic Sludge,1996-10-25,Zinc,1S/Zn,Cert,1273.0,53.0,1220.0,1326.0,26.5,mg,kg,M,,53.0,2.0
2397,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",1S/C12HCl7O/c13-3-1-2-4-6(15)7(16)8(17)10(19)12(4)20-11(2)9(18)5(3)14/h1H,Ref,0.476,0.017,0.45899999999999996,0.493,0.0085,ug,kg,M,dry,0.017,2.0
2398,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",1S/C12HCl7O2/c13-2-1-3-10(7(17)4(2)14)21-12-9(19)6(16)5(15)8(18)11(12)20-3/h1H,Ref,0.585,0.022,0.563,0.607,0.011,ug,kg,M,dry,0.022,2.0
2399,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",1S/C12HCl7O/c13-2-1-3-4(7(15)6(2)14)5-8(16)9(17)10(18)11(19)12(5)20-3/h1H,Ref,0.069,0.005,0.064,0.07400000000000001,0.0025,ug,kg,M,dry,0.005,2.0
2400,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,4,7,8-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-4-1-3-6(2-5(4)14)19-12-7(3)8(15)9(16)10(17)11(12)18/h1-2H,Ref,0.369,0.017,0.352,0.386,0.0085,ug,kg,M,dry,0.017,2.0
2401,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",1S/C12H2Cl6O2/c13-3-1-5-6(2-4(3)14)20-12-10(18)8(16)7(15)9(17)11(12)19-5/h1-2H,Ref,0.036,0.002,0.033999999999999996,0.038,0.001,ug,kg,M,dry,0.002,2.0
2402,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,6,7,8-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-4-1-3-7-6(2-5(14)8(15)10(7)17)19-12(3)11(18)9(4)16/h1-2H,Ref,0.144,0.005,0.13899999999999998,0.149,0.0025,ug,kg,M,dry,0.005,2.0
2403,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",1S/C12H2Cl6O2/c13-3-1-5-11(9(17)7(3)15)20-6-2-4(14)8(16)10(18)12(6)19-5/h1-2H,Ref,0.07,0.007,0.063,0.07700000000000001,0.0035,ug,kg,M,dry,0.007,2.0
2404,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,7,8,9-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-3-1-5-7(11(17)9(3)15)8-6(19-5)2-4(14)10(16)12(8)18/h1-2H,Ref,0.011,0.006,0.004999999999999999,0.017,0.003,ug,kg,M,dry,0.006,2.0
2405,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",1S/C12H2Cl6O2/c13-3-1-5-11(9(17)7(3)15)20-12-6(19-5)2-4(14)8(16)10(12)18/h1-2H,Ref,0.071,0.013,0.057999999999999996,0.08399999999999999,0.0065,ug,kg,M,dry,0.013,2.0
2406,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,7,8-Pentachlorodibenzofuran",1S/C12H3Cl5O/c13-5-1-4-8(2-6(5)14)18-9-3-7(15)11(16)12(17)10(4)9/h1-3H,Ref,0.113,0.005,0.108,0.11800000000000001,0.0025,ug,kg,M,dry,0.005,2.0
2407,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",1S/C12H3Cl5O2/c13-4-1-7-8(2-5(4)14)19-12-9(18-7)3-6(15)10(16)11(12)17/h1-3H,Ref,0.045,0.002,0.043,0.047,0.001,ug,kg,M,dry,0.002,2.0
2408,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,6-Dimethylnaphthalene","1S/C12H12/c1-9-6-7-12-10(2)4-3-5-11(12)8-9/h3-8H,1-2H3",Ref,0.121,0.013,0.108,0.134,0.0065,mg,kg,M,dry,0.013,2.0
2409,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"1,7-Dimethylphenanthrene","1S/C16H14/c1-11-6-8-15-13(10-11)7-9-14-12(2)4-3-5-16(14)15/h3-10H,1-2H3",Ref,1.09,0.04,1.05,1.1300000000000001,0.02,mg,kg,M,dry,0.04,2.0
2410,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,1-Methylfluoranthene,,Ref,0.554,0.049,0.505,0.6030000000000001,0.0245,mg,kg,M,dry,0.049,2.0
2411,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,1-Methylnaphthalene,"1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3",Ref,0.113,0.008,0.10500000000000001,0.121,0.004,mg,kg,M,dry,0.008,2.0
2412,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,1-Methylphenanthrene,"1S/C15H12/c1-11-5-4-8-15-13(11)10-9-12-6-2-3-7-14(12)15/h2-10H,1H3",Ref,0.902,0.06,0.8420000000000001,0.962,0.03,mg,kg,M,dry,0.06,2.0
2413,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,1-Methylpyrene,"1S/C17H12/c1-11-5-6-14-8-7-12-3-2-4-13-9-10-15(11)17(14)16(12)13/h2-10H,1H3",Ref,0.978,0.068,0.9099999999999999,1.046,0.034,mg,kg,M,dry,0.068,2.0
2414,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,1-Nitropyrene,1S/C16H9NO2/c18-17(19)14-9-7-12-5-4-10-2-1-3-11-6-8-13(14)16(12)15(10)11/h1-9H,Cert,69.5,3.0,66.5,72.5,1.5,ug,kg,M,dry,3.0,2.0
2415,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"2,3,4,6,7,8-Hexachlorodibenzofuran",1S/C12H2Cl6O/c13-5-1-3-4-2-6(14)8(16)10(18)12(4)19-11(3)9(17)7(5)15/h1-2H,Ref,0.129,0.01,0.11900000000000001,0.139,0.005,ug,kg,M,dry,0.01,2.0
2416,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"2,3,4,7,8-Pentachlorodibenzofuran",1S/C12H3Cl5O/c13-6-1-4-5-2-8(15)10(16)11(17)12(5)18-9(4)3-7(6)14/h1-3H,Ref,0.235,0.011,0.22399999999999998,0.246,0.0055,ug,kg,M,dry,0.011,2.0
2417,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"2,3,7,8-Tetrachlorodibenzofuran",1S/C12H4Cl4O/c13-7-1-5-6-2-8(14)10(16)4-12(6)17-11(5)3-9(7)15/h1-4H,Ref,0.159,0.011,0.148,0.17,0.0055,ug,kg,M,dry,0.011,2.0
2418,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,Ref,0.01,0.001,0.009000000000000001,0.011,0.0005,ug,kg,M,dry,0.001,2.0
2419,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,2-Methylanthracene,"1S/C15H12/c1-11-6-7-14-9-12-4-2-3-5-13(12)10-15(14)8-11/h2-10H,1H3",Ref,0.135,0.003,0.132,0.138,0.0015,mg,kg,M,dry,0.003,2.0
2420,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,2-Methylnaphthalene,"1S/C11H10/c1-9-6-7-10-4-2-3-5-11(10)8-9/h2-8H,1H3",Ref,0.213,0.014,0.19899999999999998,0.227,0.007,mg,kg,M,dry,0.014,2.0
2421,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,2-Methylphenanthrene,"1S/C15H12/c1-11-6-9-15-13(10-11)8-7-12-4-2-3-5-14(12)15/h2-10H,1H3",Ref,0.831,0.07,0.7609999999999999,0.901,0.035,mg,kg,M,dry,0.07,2.0
2422,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,2-Nitrofluoranthene,1S/C16H9NO2/c18-17(19)11-8-10-4-3-7-14-12-5-1-2-6-13(12)15(9-11)16(10)14/h1-9H,Cert,280.0,34.0,246.0,314.0,17.0,ug,kg,M,dry,34.0,2.0
2423,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,3-Methylchrysene,"1S/C19H14/c1-13-6-7-15-9-10-17-16-5-3-2-4-14(16)8-11-18(17)19(15)12-13/h2-12H,1H3",Ref,0.747,0.059,0.688,0.806,0.0295,mg,kg,M,dry,0.059,2.0
2424,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,3-Methylfluoranthene,,Ref,1.02,0.16,0.86,1.18,0.08,mg,kg,M,dry,0.16,2.0
2425,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,3-Methylphenanthrene,"1S/C15H12/c1-11-6-7-13-9-8-12-4-2-3-5-14(12)15(13)10-11/h2-10H,1H3",Ref,0.627,0.064,0.563,0.6910000000000001,0.032,mg,kg,M,dry,0.064,2.0
2426,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,3-Nitrofluoranthene,1S/C16H9NO2/c18-17(19)15-9-8-13-11-5-2-1-4-10(11)12-6-3-7-14(15)16(12)13/h1-9H,Ref,7.18,0.7,6.4799999999999995,7.88,0.35,ug,kg,M,dry,0.7,2.0
2427,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,3-Nitrophenanthrene,1S/C14H9NO2/c16-15(17)12-8-7-11-6-5-10-3-1-2-4-13(10)14(11)9-12/h1-9H,Ref,26.2,8.3,17.9,34.5,4.15,ug,kg,M,dry,8.3,2.0
2428,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,4H-cyclopenta[def]phenanthrene,,Ref,0.57,0.19,0.37999999999999995,0.76,0.095,mg,kg,M,dry,0.19,2.0
2429,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,4-Methylpyrene,"1S/C17H12/c1-11-10-14-6-2-4-12-8-9-13-5-3-7-15(11)17(13)16(12)14/h2-10H,1H3",Ref,1.03,0.1,0.93,1.1300000000000001,0.05,mg,kg,M,dry,0.1,2.0
2430,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,6-Methylchrysene,"1S/C19H14/c1-13-12-19-16-8-3-2-6-14(16)10-11-18(19)17-9-5-4-7-15(13)17/h2-12H,1H3",Ref,0.642,0.099,0.543,0.741,0.0495,mg,kg,M,dry,0.099,2.0
2431,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,7-Nitrobenz[a]anthracene,,Ref,98.9,3.5,95.4,102.4,1.75,ug,kg,M,dry,3.5,2.0
2432,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,9-Methylphenanthrene,"1S/C15H12/c1-11-10-12-6-2-3-8-14(12)15-9-5-4-7-13(11)15/h2-10H,1H3",Ref,0.44,0.081,0.359,0.521,0.0405,mg,kg,M,dry,0.081,2.0
2433,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,9-Nitroanthracene,1S/C14H9NO2/c16-15(17)14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9H,Ref,942.0,55.0,887.0,997.0,27.5,ug,kg,M,dry,55.0,2.0
2434,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,9-Nitrophenanthrene,1S/C14H9NO2/c16-15(17)14-9-10-5-1-2-6-11(10)12-7-3-4-8-13(12)14/h1-9H,Ref,12.5,0.4,12.1,12.9,0.2,ug,kg,M,dry,0.4,2.0
2435,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Acenaphthylene,"1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",Ref,0.153,0.002,0.151,0.155,0.001,mg,kg,M,dry,0.002,2.0
2436,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Aluminum,,Cert,35970.0,1050.0,34920.0,37020.0,525.0,mg,kg,M,dry,1050.0,2.0
2437,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Anthracene,1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,Ref,0.286,0.044,0.242,0.32999999999999996,0.022,mg,kg,M,dry,0.044,2.0
2438,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Antimony,,Ref,125.8,6.5,119.3,132.3,3.25,mg,kg,M,dry,6.5,2.0
2439,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Arsenic,,Ref,29.9,1.0,28.9,30.9,0.5,mg,kg,M,dry,1.0,2.0
2440,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benz[a]anthracene,,Ref,5.0,0.61,4.39,5.61,0.305,mg,kg,M,dry,0.61,2.0
2441,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benzo[a]fluoranthene,,Cert,0.736,0.017,0.719,0.753,0.0085,mg,kg,M,dry,0.017,2.0
2442,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benzo[a]pyrene,,Cert,3.228,0.074,3.1540000000000004,3.302,0.037,mg,kg,M,dry,0.074,2.0
2443,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benzo[b]chrysene,,Cert,0.581,0.03,0.5509999999999999,0.611,0.015,mg,kg,M,dry,0.03,2.0
2444,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benzo[b]fluoranthene,,Cert,6.56,0.27,6.289999999999999,6.83,0.135,mg,kg,M,dry,0.27,2.0
2445,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benzo[c]phenanthrene,,Ref,1.747,0.056,1.691,1.8030000000000002,0.028,mg,kg,M,dry,0.056,2.0
2446,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benzo[e]pyrene,,Cert,4.05,0.22,3.8299999999999996,4.27,0.11,mg,kg,M,dry,0.22,2.0
2447,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benzo[ghi]fluoranthene,,Cert,3.44,0.2,3.2399999999999998,3.64,0.1,mg,kg,M,dry,0.2,2.0
2448,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benzo[ghi]perylene,,Cert,4.99,0.14,4.8500000000000005,5.13,0.07,mg,kg,M,dry,0.14,2.0
2449,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benzo[j]fluoranthene,,Cert,3.77,0.25,3.52,4.02,0.125,mg,kg,M,dry,0.25,2.0
2450,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Benzo[k]fluoranthene,,Cert,2.94,0.11,2.83,3.05,0.055,mg,kg,M,dry,0.11,2.0
2451,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Biphenyl,1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,Ref,0.133,0.013,0.12000000000000001,0.14600000000000002,0.0065,mg,kg,M,dry,0.013,2.0
2452,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Cadmium,1S/Cd,Cert,4.53,0.12,4.41,4.65,0.03773584905660377,mg,kg,M,dry,0.12,3.18
2453,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Calcium,,Ref,57200.0,1600.0,55600.0,58800.0,800.0,mg,kg,M,dry,1600.0,2.0
2454,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Cesium,1S/Cs,Ref,4.2,0.23,3.97,4.430000000000001,0.115,mg,kg,M,dry,0.23,2.0
2455,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Chlorine,,Ref,18850.0,470.0,18380.0,19320.0,235.0,mg,kg,M,dry,470.0,2.0
2456,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Chromium,1S/Cr,Cert,214.0,15.0,199.0,229.0,7.5,mg,kg,M,dry,15.0,2.0
2457,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Chrysene,1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,Cert,7.74,0.76,6.98,8.5,0.38,mg,kg,M,dry,0.76,2.0
2458,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Cobalt,1S/Co,Ref,15.91,0.82,15.09,16.73,0.41,mg,kg,M,dry,0.82,2.0
2459,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Copper,1S/Cu,Ref,683.0,14.0,669.0,697.0,7.0,mg,kg,M,dry,14.0,2.0
2460,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Coronene,1S/C24H12/c1-2-14-5-6-16-9-11-18-12-10-17-8-7-15-4-3-13(1)19-20(14)22(16)24(18)23(17)21(15)19/h1-12H,Cert,1.7,0.15,1.55,1.8499999999999999,0.075,mg,kg,M,dry,0.15,2.0
2461,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Cyclopenta[cd]pyrene,,Ref,0.293,0.04,0.253,0.33299999999999996,0.02,mg,kg,M,dry,0.04,2.0
2462,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"Dibenz[a,c]anthracene",,Cert,0.418,0.067,0.351,0.485,0.0335,mg,kg,M,dry,0.067,2.0
2463,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"Dibenz[a,h]anthracene",,Ref,0.53,0.11,0.42000000000000004,0.64,0.055,mg,kg,M,dry,0.11,2.0
2464,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"Dibenz[a,j]anthracene",,Cert,0.502,0.012,0.49,0.514,0.006,mg,kg,M,dry,0.012,2.0
2465,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"Dibenzo[a,e]pyrene",1S/C24H14/c1-2-8-17-16(6-1)14-22-19-10-4-3-9-18(19)20-11-5-7-15-12-13-21(17)24(22)23(15)20/h1-14H,Cert,0.567,0.034,0.5329999999999999,0.601,0.017,mg,kg,M,dry,0.034,2.0
2466,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"Dibenzo[a,h]pyrene",1S/C24H14/c1-3-7-19-15(5-1)13-17-9-12-22-20-8-4-2-6-16(20)14-18-10-11-21(19)23(17)24(18)22/h1-14H,Ref,0.248,0.011,0.237,0.259,0.0055,mg,kg,M,dry,0.011,2.0
2467,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"Dibenzo[b,k]fluoranthene",,Cert,0.823,0.027,0.7959999999999999,0.85,0.0135,mg,kg,M,dry,0.027,2.0
2468,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Dibenzothiophene,1S/C12H8S/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H,Ref,0.164,0.007,0.157,0.171,0.0035,mg,kg,M,dry,0.007,2.0
2469,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Fluoranthene,1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,Cert,12.28,0.21,12.069999999999999,12.49,0.105,mg,kg,M,dry,0.21,2.0
2470,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Fluorene,"1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",Cert,0.15,0.01,0.13999999999999999,0.16,0.005,mg,kg,M,dry,0.01,2.0
2471,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Galactosan,,Ref,35.3,0.8,34.5,36.099999999999994,0.4,mg,kg,M,dry,0.8,2.0
2472,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"Indeno[1,2,3-cd]pyrene",,Cert,4.18,0.24,3.9399999999999995,4.42,0.0933852140077821,mg,kg,M,dry,0.24,2.57
2473,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Iron,1S/Fe,Ref,43300.0,2200.0,41100.0,45500.0,1100.0,mg,kg,M,dry,2200.0,2.0
2474,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Lanthanum,1S/La,Ref,20.91,0.62,20.29,21.53,0.31,mg,kg,M,dry,0.62,2.0
2475,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Lead,,Cert,240.0,5.0,235.0,245.0,1.945525291828794,mg,kg,M,dry,5.0,2.57
2476,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Levoglucosan,,Ref,496.0,6.0,490.0,502.0,2.3346303501945527,mg,kg,M,dry,6.0,2.57
2477,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Manganese,1S/Mn,Cert,741.0,30.0,711.0,771.0,15.0,mg,kg,M,dry,30.0,2.0
2478,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Mannosan,,Ref,101.0,2.0,99.0,103.0,1.0,mg,kg,M,dry,2.0,2.0
2479,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,"Mercury, Total",,Cert,0.706,0.038,0.6679999999999999,0.744,0.019,mg,kg,M,dry,0.038,2.0
2480,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Naphthalene,1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,Ref,0.319,0.022,0.297,0.341,0.011,mg,kg,M,dry,0.022,2.0
2481,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Nickel,1S/Ni,Ref,87.8,1.5,86.3,89.3,0.6122448979591836,mg,kg,M,dry,1.5,2.45
2482,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Octachlorodibenzofuran,1S/C12Cl8O/c13-3-1-2-4(14)6(16)8(18)10(20)12(2)21-11(1)9(19)7(17)5(3)15,Ref,0.298,0.011,0.287,0.309,0.0055,ug,kg,M,dry,0.011,2.0
2483,,SRM 2787,Fine Particulate Matter ( <10 µm),2013-08-13,Octachlorodibenzo-p-dioxin,1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,Ref,2.18,0.13,2.0500000000000003,2.31,0.065,ug,kg,M,dry,0.13,2.0
